area_sqm,rooms,floor,floor_count,build_year,latitude,longitude,distance_to_center,poi_count,distance_to_school,distance_to_healthcare,distance_to_post_office,distance_to_kindergarten,distance_to_restaurant,distance_to_college,distance_to_pharmacy,has_parking,has_balcony,has_elevator,has_security,has_storage,price,listing_year,listing_month
52.78,3,6,,,,,,,,,,,,,,0,0,,,,343000,2020,4
72,3,1,,1939,,,,,,,,,,,,0,0,,,,343000,2021,11
40.6,2,1,,2022,,,,,,,,,,,,0,0,,,,343000,2022,1
47,2,3,,,,,,,,,,,,,,0,0,,,,343000,2021,8
48.54,3,2,,2021,,,,,,,,,,,,0,0,,,,343000,2021,8
36,2,3,,2020,,,,,,,,,,,,0,0,,,,343000,2022,3
39.45,2,3,,2022,,,,,,,,,,,,0,0,,,,343000,2022,4
44.85,2,2,,1972,,,,,,,,,,,,0,0,,,,343000,2022,12
58.6,3,8,,1970,,,,,,,,,,,,0,0,,,,343000,2022,6
46,2,6,,1983,,,,,,,,,,,,0,0,,,,343000,2023,1
46,2,1,,,,,,,,,,,,,,0,0,,,,343000,2023,4
56.5,2,3,,1962,,,,,,,,,,,,0,0,,,,343000,2023,11
38,2,10,,,,,,,,,,,,,,0,0,,,,343000,2023,2
31.57,1,2,,,,,,,,,,,,,,0,0,,,,343000,2024,12
44.67,2,0,,1965,,,,,,,,,,,,0,0,,,,343000,2023,3
38.3,2,7,,1971,,,,,,,,,,,,0,0,,,,343000,2023,5
37.2,2,9,,1970,,,,,,,,,,,,0,0,,,,343000,2024,6
53.58,2,,,2021,,,,,,,,,,,,0,0,,,,342912,2022,1
31.95,2,0,,2024,,,,,,,,,,,,0,0,,,,342900,2024,2
54.42,3,2,,,,,,,,,,,,,,0,0,,,,342846,2020,12
39.88,1,3,,,,,,,,,,,,,,0,0,,,,342968,2021,11
44.56,3,3,,1967,,,,,,,,,,,,0,0,,,,343000,2024,6
43,2,0,,2025,,,,,,,,,,,,0,0,,,,343000,2025,1
53,3,1,,2021,,,,,,,,,,,,0,0,,,,342800,2020,8
39.88,1,1,,,,,,,,,,,,,,0,0,,,,342968,2022,1
26.17,1,5,,,,,,,,,,,,,,0,0,,,,304881,2024,10
41.3,1,2,,,,,,,,,,,,,,0,0,,,,342790,2021,11
49.68,3,5,,2022,,,,,,,,,,,,0,0,,,,342792,2021,9
40.85,2,0,,2022,,,,,,,,,,,,0,0,,,,342500,2022,12
42.23,2,1,,1985,,,,,,,,,,,,0,0,,,,342500,2023,8
50,2,1,,,,,,,,,,,,,,0,0,,,,342500,2022,7
50.11,3,5,,2021,,,,,,,,,,,,0,0,,,,342580,2021,3
42.85,2,0,,2022,,,,,,,,,,,,0,0,,,,342729,2022,7
50.74,3,1,,2021,,,,,,,,,,,,0,0,,,,342495,2020,7
33.35,2,4,,,,,,,,,,,,,,0,0,,,,342587,2023,7
84,3,3,,1959,,,,,,,,,,,,0,0,,,,345000,2020,12
84,3,3,,1959,,,,,,,,,,,,0,0,,,,345000,2020,11
67.01,3,4,,1965,,,,,,,,,,,,0,0,,,,345000,2020,12
50.74,3,2,,2021,,,,,,,,,,,,0,0,,,,345000,2020,3
56,3,2,,1976,,,,,,,,,,,,0,0,,,,345000,2020,11
52.69,3,3,,,,,,,,,,,,,,0,0,,,,342485,2020,7
74.05,3,4,,1990,,,,,,,,,,,,0,0,,,,345000,2020,11
69.5,3,1,,1960,,,,,,,,,,,,0,0,,,,345000,2020,2
63,3,4,,1984,,,,,,,,,,,,0,0,,,,345000,2020,12
56,3,2,,,,,,,,,,,,,,0,0,,,,345000,2020,5
65.4,2,3,,1990,,,,,,,,,,,,0,0,,,,345000,2020,5
96,3,1,,1950,,,,,,,,,,,,0,0,,,,345000,2020,12
59.44,2,,,,,,,,,,,,,,,0,0,,,,345000,2020,6
61,2,,,,,,,,,,,,,,,0,0,,,,345000,2020,6
61,3,0,,1990,,,,,,,,,,,,1,0,,,,345000,2020,6
68.32,4,10,,1974,,,,,,,,,,,,0,0,,,,345000,2020,6
83.82,3,3,,1959,,,,,,,,,,,,0,0,,,,345000,2021,1
65.8,3,,,1990,,,,,,,,,,,,0,0,,,,345000,2020,6
61.6,3,3,,1976,,,,,,,,,,,,0,0,,,,345000,2020,8
58,3,8,,,,,,,,,,,,,,0,0,,,,345000,2020,7
57.67,2,1,,1960,,,,,,,,,,,,0,0,,,,345000,2020,8
44.24,2,5,,2020,,,,,,,,,,,,0,0,,,,345000,2021,1
58,2,2,,,,,,,,,,,,,,0,0,,,,345000,2020,7
53.6,2,1,,2020,,,,,,,,,,,,0,0,,,,345000,2021,1
53,3,4,,1984,,,,,,,,,,,,0,0,,,,345000,2020,9
63.19,3,4,,1970,,,,,,,,,,,,0,0,,,,345000,2021,10
47,4,3,,1962,,,,,,,,,,,,0,0,,,,345000,2021,10
60.1,3,3,,,,,,,,,,,,,,0,0,,,,345000,2021,1
69,3,4,,1980,,,,,,,,,,,,0,0,,,,345000,2021,11
57,3,4,,,,,,,,,,,,,,0,0,,,,345000,2021,11
40,2,1,,,,,,,,,,,,,,0,0,,,,345000,2021,11
44.07,2,3,,1978,,,,,,,,,,,,0,0,,,,345000,2021,12
60,2,,,1959,,,,,,,,,,,,0,0,,,,345000,2021,2
69.5,3,3,,2008,,,,,,,,,,,,0,0,,,,345000,2021,12
50,2,,,1985,,,,,,,,,,,,0,0,,,,345000,2021,12
50.4,2,2,,1962,,,,,,,,,,,,0,0,,,,345000,2021,12
82,4,10,,1985,,,,,,,,,,,,0,0,,,,345000,2021,2
57,3,4,,1960,,,,,,,,,,,,0,0,,,,345000,2021,6
46.5,4,3,,,,,,,,,,,,,,0,0,,,,345000,2021,3
56.45,3,2,,1980,,,,,,,,,,,,0,0,,,,345000,2021,3
62.34,3,2,,1965,,,,,,,,,,,,0,0,,,,345000,2021,6
47,2,3,,,,,,,,,,,,,,0,0,,,,345000,2021,6
45,2,2,,,,,,,,,,,,,,0,0,,,,345000,2021,9
46,2,1,,1980,,,,,,,,,,,,0,0,,,,345000,2021,6
53,3,6,,,,,,,,,,,,,,0,0,,,,345000,2022,1
52,3,5,,,,,,,,,,,,,,0,0,,,,345000,2021,7
53,3,,,1980,,,,,,,,,,,,0,0,,,,345000,2021,6
46,2,6,,,,,,,,,,,,,,0,0,,,,345000,2022,1
52.96,3,1,,1980,,,,,,,,,,,,0,0,,,,345000,2022,10
59,3,4,,,,,,,,,,,,,,0,0,,,,345000,2022,12
44.7,2,3,,1972,,,,,,,,,,,,0,0,,,,345000,2022,10
54,2,2,,,,,,,,,,,,,,0,0,,,,345000,2022,3
59,3,4,,,,,,,,,,,,,,0,0,,,,345000,2022,11
74.5,4,3,,,,,,,,,,,,,,0,0,,,,345000,2022,2
58,2,7,,1996,,,,,,,,,,,,0,0,,,,345000,2022,12
42.42,2,10,,,,,,,,,,,,,,0,0,,,,345000,2022,12
45,2,2,,,,,,,,,,,,,,0,0,,,,345000,2022,10
52.48,2,3,,1960,,,,,,,,,,,,0,0,,,,345000,2022,4
42.67,1,0,,,,,,,,,,,,,,0,0,,,,345000,2022,11
54,3,3,,,,,,,,,,,,,,0,0,,,,345000,2022,4
41.82,2,7,,2021,,,,,,,,,,,,0,0,,,,377659,2021,11
47,2,1,,1930,,,,,,,,,,,,0,0,,,,345000,2022,5
56.39,2,2,,,,,,,,,,,,,,0,0,,,,377813,2020,6
40.82,2,0,,,,,,,,,,,,,,0,0,,,,377585,2024,10
43.18,2,1,,2024,,,,,,,,,,,,0,0,,,,377598,2024,4
50.03,3,3,,2021,,,,,,,,,,,,0,0,,,,377562,2021,5
58.8,3,4,,,,,,,,,,,,,,0,0,,,,377600,2021,1
71.92,3,1,,2019,,,,,,,,,,,,0,0,,,,377580,2020,6
59.89,3,1,,,,,,,,,,,,,,0,0,,,,377307,2020,12
43.18,2,1,,2024,,,,,,,,,,,,0,0,,,,377500,2024,8
45.99,2,0,,2023,,,,,,,,,,,,0,0,,,,377118,2023,7
38.69,2,5,,,,,,,,,,,,,,0,0,,,,377227,2024,10
59.43,4,4,,2021,,,,,,,,,,,,0,0,,,,377380,2020,2
36.7,2,1,,2025,,,,,,,,,,,,0,0,,,,377230,2024,11
53.41,3,,,,,,,,,,,,,,,0,0,,,,377100,2020,12
65,4,,,2021,,,,,,,,,,,,0,0,,,,377232,2019,12
62,4,4,,,,,,,,,,,,,,0,0,,,,377220,2020,2
42.85,2,1,,,,,,,,,,,,,,0,0,,,,377080,2021,9
38.95,1,0,,2023,,,,,,,,,,,,0,0,,,,377087,2023,8
52.38,3,1,,2021,,,,,,,,,,,,0,0,,,,377136,2021,12
49.13,3,6,,2021,,,,,,,,,,,,0,0,,,,377073,2021,5
49.13,3,6,,2021,,,,,,,,,,,,0,0,,,,377073,2021,7
75.08,3,1,,,,,,,,,,,,,,0,0,,,,377000,2021,1
52,3,4,,1970,,,,,,,,,,,,0,0,,,,377000,2022,10
57,3,,,1984,,,,,,,,,,,,0,0,,,,377000,2020,8
56.5,4,2,,2021,,,,,,,,,,,,0,0,,,,377000,2021,1
35,2,9,,2020,,,,,,,,,,,,0,0,,,,377000,2021,10
57,3,8,,1960,,,,,,,,,,,,0,0,,,,377000,2022,10
46,2,5,,1982,,,,,,,,,,,,0,0,,,,377000,2022,11
46.39,3,1,,,,,,,,,,,,,,0,0,,,,377000,2022,12
45,2,2,,1980,,,,,,,,,,,,0,0,,,,377000,2023,2
63,3,2,,,,,,,,,,,,,,0,0,,,,377000,2022,12
63,3,2,,,,,,,,,,,,,,0,0,,,,377000,2023,1
64,4,3,,,,,,,,,,,,,,0,0,,,,377000,2023,4
45,2,3,,1978,,,,,,,,,,,,0,0,,,,377000,2023,1
37.08,2,0,,2024,,,,,,,,,,,,0,0,,,,377000,2023,6
47,2,5,,,,,,,,,,,,,,0,0,,,,377000,2022,7
45,2,2,,1980,,,,,,,,,,,,0,0,,,,377000,2023,3
54,2,2,,,,,,,,,,,,,,0,0,,,,377000,2023,3
60.07,3,3,,1992,,,,,,,,,,,,0,0,,,,377000,2024,2
63,3,7,,1980,,,,,,,,,,,,0,0,,,,377000,2024,4
47,2,5,,,,,,,,,,,,,,0,0,,,,377000,2022,8
63.88,3,4,,2020,,,,,,,,,,,,0,0,,,,376892,2019,12
57.82,3,2,,1982,,,,,,,,,,,,0,0,,,,377000,2023,7
48.91,3,6,,2021,,,,,,,,,,,,0,0,,,,376607,2021,5
54.69,2,2,,1970,,,,,,,,,,,,0,0,,,,377000,2024,8
43.08,2,,,,,,,,,,,,,,,0,0,,,,376950,2021,9
52.52,3,1,,2021,,,,,,,,,,,,0,0,,,,376831,2021,7
52.52,3,1,,2021,,,,,,,,,,,,0,0,,,,376831,2021,5
41.8,2,2,,2025,,,,,,,,,,,,0,0,,,,376492,2025,1
40.47,2,0,,2022,,,,,,,,,,,,0,0,,,,376371,2022,8
38.81,2,5,,2022,,,,,,,,,,,,0,0,,,,376457,2022,9
57.49,3,,,2019,,,,,,,,,,,,0,0,,,,340206,2020,1
29.91,1,2,,2024,,,,,,,,,,,,0,0,,,,376866,2024,11
55.83,4,4,,2022,,,,,,,,,,,,0,0,,,,376399,2020,12
40.04,2,6,,,,,,,,,,,,,,0,0,,,,376376,2021,12
43.19,2,3,,2022,,,,,,,,,,,,0,0,,,,340200,2022,8
50.86,3,3,,2022,,,,,,,,,,,,0,0,,,,376364,2021,5
48.64,3,5,,,,,,,,,,,,,,0,0,,,,340160,2022,1
48.64,3,4,,,,,,,,,,,,,,0,0,,,,340181,2022,1
30.25,2,5,,2023,,,,,,,,,,,,0,0,,,,350000,2023,11
63,3,4,,1987,,,,,,,,,,,,0,0,,,,350000,2023,11
52.77,2,4,,1980,,,,,,,,,,,,0,0,,,,340001,2022,11
54.03,3,6,,1973,,,,,,,,,,,,0,0,,,,340001,2022,10
63,3,4,,1970,,,,,,,,,,,,0,0,,,,350000,2023,3
30,1,0,,2014,,,,,,,,,,,,0,0,,,,350000,2023,4
53,3,4,,1980,,,,,,,,,,,,0,0,,,,350000,2023,3
48,3,1,,,,,,,,,,,,,,0,0,,,,350000,2023,2
38,2,2,,2022,,,,,,,,,,,,0,0,,,,350000,2023,4
42.98,2,0,,1979,,,,,,,,,,,,0,0,,,,350000,2023,3
52,3,1,,1951,,,,,,,,,,,,0,0,,,,350000,2023,4
49.5,2,0,,1983,,,,,,,,,,,,0,0,,,,350000,2023,4
52,2,3,,1969,,,,,,,,,,,,0,0,,,,350000,2023,4
50.07,2,1,,1988,,,,,,,,,,,,0,0,,,,350000,2023,5
38.64,1,3,,2021,,,,,,,,,,,,0,0,,,,350000,2023,5
47.88,2,2,,1965,,,,,,,,,,,,0,0,,,,350000,2023,5
53.29,2,0,,1955,,,,,,,,,,,,0,0,,,,350000,2023,5
68.21,3,2,,1929,,,,,,,,,,,,0,0,,,,350000,2023,5
54.3,3,7,,,,,,,,,,,,,,0,0,,,,350000,2023,8
54.3,3,2,,1972,,,,,,,,,,,,0,0,,,,350000,2023,7
49,2,1,,1970,,,,,,,,,,,,0,0,,,,350000,2023,5
30.44,1,3,,1932,,,,,,,,,,,,0,0,,,,350000,2023,9
51.5,2,4,,,,,,,,,,,,,,0,0,,,,350000,2023,6
48,3,2,,1970,,,,,,,,,,,,0,0,,,,350000,2023,7
45,2,1,,1980,,,,,,,,,,,,0,0,,,,350000,2024,1
57,3,2,,1970,,,,,,,,,,,,0,0,,,,350000,2024,1
47.17,2,2,,1979,,,,,,,,,,,,0,0,,,,350000,2024,1
43.61,2,7,,1975,,,,,,,,,,,,0,0,,,,350000,2024,1
48.25,3,8,,1970,,,,,,,,,,,,0,0,,,,350000,2024,2
37.05,1,9,,1978,,,,,,,,,,,,0,0,,,,350000,2024,10
38.49,2,1,,2023,,,,,,,,,,,,0,0,,,,350000,2024,1
36,2,3,,1975,,,,,,,,,,,,0,0,,,,350000,2024,3
49.15,2,1,,,,,,,,,,,,,,0,0,,,,350000,2024,2
41,2,0,,1974,,,,,,,,,,,,0,0,,,,350000,2024,2
46,2,3,,,,,,,,,,,,,,0,0,,,,350000,2024,3
36.23,2,5,,1970,,,,,,,,,,,,0,0,,,,350000,2024,3
39.78,2,0,,,,,,,,,,,,,,0,0,,,,350000,2024,2
43.87,2,5,,1979,,,,,,,,,,,,0,0,,,,350000,2024,5
42,2,1,,1975,,,,,,,,,,,,0,0,,,,350000,2024,3
41.92,2,3,,1966,,,,,,,,,,,,0,0,,,,350000,2024,7
40,1,1,,,,,,,,,,,,,,0,0,,,,350000,2024,6
48,3,9,,1972,,,,,,,,,,,,0,0,,,,350000,2024,3
47.76,3,0,,1971,,,,,,,,,,,,0,0,,,,350000,2024,7
39.1,1,2,,1930,,,,,,,,,,,,0,0,,,,350000,2024,9
33.76,2,3,,1978,,,,,,,,,,,,0,0,,,,350000,2024,7
35.42,2,3,,2024,,,,,,,,,,,,0,0,,,,350000,2024,8
40,2,0,,,,,,,,,,,,,,0,0,,,,350000,2024,8
36,2,2,,,,,,,,,,,,,,0,0,,,,350000,2024,12
32.38,1,1,,2023,,,,,,,,,,,,0,0,,,,350000,2024,12
45,2,0,,,,,,,,,,,,,,0,0,,,,350000,2024,8
51.1,2,0,,1980,,,,,,,,,,,,0,0,,,,350000,2025,1
37.66,2,2,,1967,,,,,,,,,,,,0,0,,,,350000,2024,12
65.88,2,1,,1925,,,,,,,,,,,,0,0,,,,349999,2019,12
47,3,0,,,,,,,,,,,,,,0,0,,,,350000,2024,12
65.88,2,1,,1925,,,,,,,,,,,,0,0,,,,349999,2019,8
37,2,10,,,,,,,,,,,,,,0,0,,,,350000,2024,12
45,2,2,,,,,,,,,,,,,,0,0,,,,349999,2022,10
48.55,3,6,,2021,,,,,,,,,,,,0,0,,,,349999,2021,9
35.86,2,7,,2021,,,,,,,,,,,,0,0,,,,341800,2022,2
37.15,1,5,,,,,,,,,,,,,,0,0,,,,341780,2021,11
48.54,3,2,,2021,,,,,,,,,,,,0,0,,,,341778,2021,8
40.19,2,3,,2020,,,,,,,,,,,,0,0,,,,341615,2021,3
27.33,1,2,,,,,,,,,,,,,,0,0,,,,341625,2024,9
34.34,2,5,,,,,,,,,,,,,,0,0,,,,341683,2024,10
39.35,2,2,,2022,,,,,,,,,,,,0,0,,,,341503,2021,12
51.35,3,1,,2021,,,,,,,,,,,,0,0,,,,341531,2021,1
54.7,2,3,,,,,,,,,,,,,,0,0,,,,341600,2021,6
41.03,2,0,,2022,,,,,,,,,,,,0,0,,,,341500,2022,10
47.11,2,2,,,,,,,,,,,,,,0,0,,,,341548,2021,10
48.37,3,4,,,,,,,,,,,,,,0,0,,,,341446,2022,1
51.3,3,3,,2021,,,,,,,,,,,,0,0,,,,341500,2021,1
56.13,4,1,,2022,,,,,,,,,,,,0,0,,,,341491,2021,1
43,2,3,,2022,,,,,,,,,,,,0,0,,,,341446,2022,2
49.13,3,1,,,,,,,,,,,,,,0,0,,,,341454,2020,12
56.13,4,6,,2022,,,,,,,,,,,,0,0,,,,341400,2021,12
38.04,2,6,,2022,,,,,,,,,,,,0,0,,,,341400,2022,6
42.83,2,6,,2022,,,,,,,,,,,,0,0,,,,341400,2022,1
43,4,4,,2022,,,,,,,,,,,,0,0,,,,341400,2021,12
56.87,2,2,,,,,,,,,,,,,,0,0,,,,341220,2020,10
48.64,3,5,,,,,,,,,,,,,,0,0,,,,341340,2021,6
42,2,2,,2022,,,,,,,,,,,,0,0,,,,341213,2022,9
41.13,1,2,,,,,,,,,,,,,,0,0,,,,341379,2021,11
34,2,6,,2025,,,,,,,,,,,,0,0,,,,341277,2025,1
36.72,2,3,,2022,,,,,,,,,,,,0,0,,,,341100,2023,3
40,2,0,,2022,,,,,,,,,,,,0,0,,,,341000,2022,11
52,3,1,,2021,,,,,,,,,,,,0,0,,,,341001,2020,10
31.97,1,1,,2024,,,,,,,,,,,,0,0,,,,341188,2023,9
31.95,2,0,,2024,,,,,,,,,,,,0,0,,,,340961,2023,12
53,3,,,2021,,,,,,,,,,,,0,0,,,,341000,2020,10
43.19,2,2,,2022,,,,,,,,,,,,0,0,,,,341000,2022,1
62,3,4,,1985,,,,,,,,,,,,0,0,,,,340900,2021,4
32.13,2,4,,2024,,,,,,,,,,,,0,0,,,,340900,2023,9
52.65,3,1,,2021,,,,,,,,,,,,0,0,,,,340782,2020,8
28.53,1,6,,,,,,,,,,,,,,0,0,,,,340933,2024,10
52.54,3,2,,2021,,,,,,,,,,,,0,0,,,,340690,2020,7
55.86,4,4,,2020,,,,,,,,,,,,0,0,,,,340746,2019,12
52.78,3,1,,2020,,,,,,,,,,,,0,0,,,,340702,2020,9
35,2,1,,,,,,,,,,,,,,0,0,,,,340860,2024,12
33,2,1,,2024,,,,,,,,,,,,0,0,,,,340670,2023,1
50.11,3,4,,2021,,,,,,,,,,,,0,0,,,,340748,2020,9
34.44,2,7,,2021,,,,,,,,,,,,0,0,,,,340668,2021,11
52.52,3,3,,,,,,,,,,,,,,0,0,,,,340600,2021,1
39.16,2,6,,,,,,,,,,,,,,0,0,,,,340692,2024,5
37.83,2,4,,2022,,,,,,,,,,,,0,0,,,,340473,2022,3
48.61,2,2,,,,,,,,,,,,,,0,0,,,,340270,2019,10
36.81,2,2,,,,,,,,,,,,,,0,0,,,,340492,2024,10
46,1,0,,2023,,,,,,,,,,,,0,0,,,,340400,2024,11
40.84,2,0,,2022,,,,,,,,,,,,0,0,,,,340443,2022,12
48.61,2,2,,,,,,,,,,,,,,0,0,,,,340270,2019,11
44,2,0,,1963,,,,,,,,,,,,0,0,,,,340360,2024,6
66.71,2,,,2020,,,,,,,,,,,,0,0,,,,340221,2020,7
66.71,2,,,,,,,,,,,,,,,0,0,,,,340221,2022,1
66,2,,,,,,,,,,,,,,,0,0,,,,340221,2020,12
57.49,3,,,2019,,,,,,,,,,,,0,0,,,,340206,2019,8
57.49,3,,,2019,,,,,,,,,,,,0,0,,,,340206,2019,12
52.34,3,1,,,,,,,,,,,,,,0,0,,,,340210,2021,3
100,3,3,,,,,,,,,,,,,,0,0,,,,510000,2019,9
75,3,,,,,,,,,,,,,,,0,0,,,,510000,2020,1
57.49,3,,,2019,,,,,,,,,,,,0,0,,,,340206,2020,1
100,3,3,,,,,,,,,,,,,,0,0,,,,510000,2019,10
56,2,,,1999,,,,,,,,,,,,0,0,,,,510000,2020,11
91,3,2,,,,,,,,,,,,,,0,0,,,,510000,2020,12
74.68,2,2,,2009,,,,,,,,,,,,0,0,,,,510000,2020,10
93.63,4,1,,1938,,,,,,,,,,,,0,0,,,,510000,2021,10
118,3,4,,,,,,,,,,,,,,0,0,,,,510000,2020,12
68,2,4,,2013,,,,,,,,,,,,0,0,,,,510000,2021,1
89,5,1,,,,,,,,,,,,,,0,0,,,,510000,2020,2
58,2,,,,,,,,,,,,,,,0,0,,,,510000,2021,12
89,5,1,,,,,,,,,,,,,,0,0,,,,510000,2020,3
106,5,,,,,,,,,,,,,,,0,0,,,,510000,2021,11
53.34,2,3,,2019,,,,,,,,,,,,0,0,,,,510000,2021,1
71,3,2,,2000,,,,,,,,,,,,0,0,,,,510000,2021,9
78.5,3,1,,1999,,,,,,,,,,,,0,0,,,,510000,2021,2
108,3,2,,2009,,,,,,,,,,,,0,0,,,,510000,2021,2
73.31,3,1,,1995,,,,,,,,,,,,0,0,,,,510000,2022,11
97.53,4,2,,,,,,,,,,,,,,0,0,,,,510000,2021,8
50.5,2,10,,2020,,,,,,,,,,,,0,0,,,,510000,2022,2
73.15,4,3,,1900,,,,,,,,,,,,0,0,,,,510000,2022,10
63,3,2,,2007,,,,,,,,,,,,0,0,,,,510000,2022,10
75.76,4,4,,1978,,,,,,,,,,,,0,0,,,,510000,2022,2
62,3,3,,,,,,,,,,,,,,0,0,,,,510000,2022,4
59.36,2,3,,2010,,,,,,,,,,,,0,0,,,,510000,2022,3
55,3,2,,2020,,,,,,,,,,,,0,0,,,,510000,2022,4
71.16,2,2,,,,,,,,,,,,,,0,0,,,,510000,2022,5
64,3,3,,,,,,,,,,,,,,0,0,,,,510000,2022,8
87,3,1,,,,,,,,,,,,,,0,0,,,,510000,2022,9
104,4,4,,1908,,,,,,,,,,,,0,0,,,,510000,2022,5
85.27,3,1,,1913,,,,,,,,,,,,0,0,,,,510000,2022,9
50.41,2,7,,2014,,,,,,,,,,,,0,0,,,,510000,2023,1
44,2,3,,,,,,,,,,,,,,0,0,,,,510000,2023,7
49,2,4,,1980,,,,,,,,,,,,0,0,,,,510000,2023,12
64,4,2,,1973,,,,,,,,,,,,0,0,,,,510000,2023,11
43.8,2,9,,2019,,,,,,,,,,,,0,0,,,,510000,2023,10
65.19,3,2,,2007,,,,,,,,,,,,0,0,,,,510000,2023,4
46.18,2,3,,2018,,,,,,,,,,,,0,0,,,,510000,2024,1
74.05,3,3,,,,,,,,,,,,,,0,0,,,,510000,2023,6
53,3,1,,1980,,,,,,,,,,,,0,0,,,,510000,2024,1
60.4,3,2,,2022,,,,,,,,,,,,0,0,,,,510000,2024,6
39.17,2,6,,2021,,,,,,,,,,,,0,0,,,,510000,2024,11
55,3,5,,2025,,,,,,,,,,,,0,0,,,,510000,2024,4
56.5,3,5,,1970,,,,,,,,,,,,0,0,,,,510000,2024,2
59.72,2,1,,1960,,,,,,,,,,,,0,0,,,,510000,2024,9
37.45,2,3,,2023,,,,,,,,,,,,0,0,,,,510000,2025,1
50.9,2,0,,2011,,,,,,,,,,,,0,0,,,,510000,2024,6
48.11,2,3,,,,,,,,,,,,,,0,0,,,,509966,2023,11
101,3,2,,,,,,,,,,,,,,0,0,,,,510000,2024,7
60,2,3,,,,,,,,,,,,,,0,0,,,,509900,2024,9
82.79,4,2,,1900,,,,,,,,,,,,0,0,,,,509900,2024,7
39.02,2,6,,2022,,,,,,,,,,,,0,0,,,,509900,2024,5
56,3,2,,2021,,,,,,,,,,,,0,0,,,,509652,2020,8
70,4,4,,,,,,,,,,,,,,0,0,,,,509502,2022,2
82.17,3,2,,2021,,,,,,,,,,,,0,0,,,,509454,2021,5
55.62,4,3,,2024,,,,,,,,,,,,0,0,,,,509082,2023,9
10.5,5,,,1995,,,,,,,,,,,,1,0,,,,499000,2019,9
71.22,3,1,,,,,,,,,,,,,,0,0,,,,509223,2020,5
92.6,3,2,,1916,,,,,,,,,,,,0,0,,,,499000,2019,9
92.6,3,2,,1916,,,,,,,,,,,,0,0,,,,499000,2019,9
47.38,2,0,,,,,,,,,,,,,,0,0,,,,509335,2024,6
10.5,5,,,1995,,,,,,,,,,,,1,0,,,,499000,2019,9
63,2,,,,,,,,,,,,,,,0,0,,,,499000,2019,9
52.21,2,2,,,,,,,,,,,,,,0,0,,,,509047,2024,10
65,3,5,,2012,,,,,,,,,,,,0,0,,,,499000,2020,1
100,3,3,,,,,,,,,,,,,,0,0,,,,499000,2020,12
74,2,6,,2012,,,,,,,,,,,,0,0,,,,499000,2020,1
90.3,4,2,,2000,,,,,,,,,,,,0,0,,,,499000,2020,12
103.08,4,4,,,,,,,,,,,,,,0,0,,,,499000,2020,2
72.25,2,3,,1905,,,,,,,,,,,,0,0,,,,499000,2020,11
92.6,3,2,,1916,,,,,,,,,,,,0,0,,,,499000,2020,1
63,2,,,,,,,,,,,,,,,0,0,,,,499000,2020,11
76,3,4,,,,,,,,,,,,,,0,0,,,,499000,2020,3
84.35,4,1,,,,,,,,,,,,,,0,0,,,,499000,2020,5
87.94,4,3,,1920,,,,,,,,,,,,0,0,,,,499000,2020,4
65,3,5,,2012,,,,,,,,,,,,0,0,,,,499000,2020,4
75,3,2,,2011,,,,,,,,,,,,0,0,,,,499000,2020,6
63,2,,,,,,,,,,,,,,,0,0,,,,499000,2020,2
87.5,4,4,,2004,,,,,,,,,,,,0,0,,,,499000,2020,7
65,3,2,,,,,,,,,,,,,,0,0,,,,499000,2020,8
75.5,3,2,,2011,,,,,,,,,,,,0,0,,,,499000,2020,5
81.25,4,1,,1990,,,,,,,,,,,,0,0,,,,499000,2021,1
70,3,1,,,,,,,,,,,,,,0,0,,,,499000,2021,1
74,2,6,,2012,,,,,,,,,,,,0,0,,,,499000,2020,8
59.06,3,2,,,,,,,,,,,,,,0,0,,,,499000,2020,9
72.6,3,7,,1989,,,,,,,,,,,,0,0,,,,499000,2021,10
110,5,4,,1995,,,,,,,,,,,,0,0,,,,499000,2021,10
110.13,3,3,,1910,,,,,,,,,,,,0,0,,,,499000,2021,10
71,3,5,,1986,,,,,,,,,,,,0,0,,,,499000,2021,12
80,3,3,,,,,,,,,,,,,,0,0,,,,499000,2021,11
82,4,1,,,,,,,,,,,,,,0,0,,,,499000,2021,2
52,3,3,,2020,,,,,,,,,,,,0,0,,,,499000,2021,12
58,3,3,,2009,,,,,,,,,,,,0,0,,,,499000,2021,3
82.15,3,2,,2000,,,,,,,,,,,,0,0,,,,499000,2021,3
75,3,2,,2010,,,,,,,,,,,,0,0,,,,499000,2021,4
55.21,3,3,,,,,,,,,,,,,,0,0,,,,499000,2021,3
91,3,,,,,,,,,,,,,,,0,0,,,,499000,2021,5
72.54,2,4,,1905,,,,,,,,,,,,0,0,,,,499000,2021,3
142,4,2,,1925,,,,,,,,,,,,0,0,,,,499000,2021,6
65.63,3,3,,2017,,,,,,,,,,,,0,0,,,,499000,2021,6
56,3,3,,2021,,,,,,,,,,,,0,0,,,,499000,2021,6
65.63,3,3,,2017,,,,,,,,,,,,0,0,,,,499000,2021,6
73.37,5,1,,1977,,,,,,,,,,,,0,0,,,,499000,2021,9
58,3,3,,2009,,,,,,,,,,,,0,0,,,,499000,2021,8
54.6,3,3,,2020,,,,,,,,,,,,0,0,,,,499000,2021,7
102.23,3,1,,1905,,,,,,,,,,,,0,0,,,,499000,2021,8
70,4,2,,,,,,,,,,,,,,0,0,,,,499000,2022,1
